2026-09-11	Vizepräsident Bodo Ramelow		21/94	89	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Kay Gottschalk	AfD	21/94	89	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	91	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Fritz Güntzler	CDU/CSU	21/94	91	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	94	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Paula Piechotta	BÜNDNIS 90/DIE GRÜNEN	21/94	94	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	96	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Tamara Mazzi	Die Linke	21/94	96	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	98	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Svenja Stadler	SPD	21/94	98	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	99	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Peter Boehringer	AfD	21/94	99	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	101	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Mechthilde Wittmann	CDU/CSU	21/94	101	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	103	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Mechthilde Wittmann	CDU/CSU	21/94	103	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Dr. Sebastian Schäfer	BÜNDNIS 90/DIE GRÜNEN	21/94	103	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Mechthilde Wittmann	CDU/CSU	21/94	103	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	104	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Leon Eckert	BÜNDNIS 90/DIE GRÜNEN	21/94	104	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	105	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Martin Gerster	SPD	21/94	105	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
2026-09-11	Vizepräsident Bodo Ramelow		21/94	107	Tagesordnungspunkt 3 (Fortsetzung): a) Erste Beratung des von der Bundesregierung eingebra
